标题,朝代,作者,体裁,内容
﻿铁拄杖,金,陈赓,古风,闽王铁杖如楖栗，得自荒虚鬼神域。鞭笞蜑蛮今几年，雾翳云蒸老蛟黑。腹中有篁如细泉，牙节宛转声铿然。天生神物不虚弃，提携万里归坡仙。坡仙骑鲸凌紫烟，海仙一去今千年。人间俯仰成今古，纷纷长物何须数。洛阳铜驼卧荆棘，昭陵石马埋烟雨。百斛鼎，两钱锥，小大用舍俱儿嬉。商颜鹤发一筇竹，何似凌烟功臣玉具高支颐。黄阁得君真耐久，扶持四海经纶手。会须拄到昆崙巅，九点青烟看九有。铁耶杖耶吾不知，诚将道眼窥天机。一朝雷雨轰空陂，须防化作蛟龙飞。
﻿武善夫桃源图,金,陈赓,古风,武郎种桃满云溪，三月红雨行人迷。自从玉勒入云驭，春风杜宇年年啼。飞黄腾踏有天倪，紫电转盼天山低。要将白璧沽蛾眉，更把黄金铸袅蹄。羲和挟辀六龙驰，暮景恐迫虞渊西。新诗拟唤槐安梦，咫尺溪边春色动。飞花漠漠水泠泠，苍苔荒了烟霞洞。闻道西风解涴人，何处江山可问津？征尘障断仙源路，且看丹青万树春。
﻿游龙祠,金,陈赓,古风,黄河如丝导昆崙，万里南下突禹门。枝流潜行大地底，派作八道如霆奔。吾闻川真岳灵有冥宰，况乃利泽开洪源。神龙窟宅瞰平野，千古庙貌何雄尊。深林含蓄雷雨润，冷殿似带波涛痕。我来南州走尘坌，执热未濯忧思烦。试㪺甘洌洗肝肺，一勺注腹清且燉。悠然晞风坐东庑，倏见绘画如飞鶱。仙官华裾乘朱轩，旗纛掩蔼蛟伏辕。雷公电母踏烟雾，天吴海若驱鼍鼋。何时借取霹雳手，倒挽银汉清乾坤。庙前老翁顾我语，孺子未易排天阍。胡为高论乃如此，一笑满面春风温。是时三月游人繁，男女杂遝箫鼓喧。搴茭沉玉答灵贶，割牲酾酒传巫言。巫言恍惚庙扉阖，拜手上马山烟昏。
﻿客怀,金,马定国,五言律诗,结发游荆楚，劳心惜寸阴。草长春径窄，花落晓烟深。谷旱惟祈雨，年饥不问金。三齐虽淡薄，留此亦何心。
﻿雨晴离开化寺,金,马定国,五言律诗,涧谷流秋水，楼台入暮寒。连城遭雨积，一日得泥乾。利剑青鲨室，名驹白铁鞍。回头栖隐地，风树响珊珊。
﻿送王松年之汶上,金,马定国,五言律诗,去去东平道，飞辕不可攀。地邻邾子国，天近穆陵关。问俗徵前事，移家卜好山。溪堂醉花月，春兴几时还。
﻿宿田舍,金,马定国,七言律诗,狂风作帚扫春阴，投宿田庐话古今。尊俎只如平日事，干戈方识古人心。凄凉一树梅花发，迤逦千门柳色深。天子蒙尘终不返，酒酣相对泪沾襟。
﻿清平道中,金,马定国,七言律诗,棘林苦苣野花黄，一马骎骎渡漯阳。别墅酒旗依古柳，点溪花片落新香。伏波事业空归汉，都护田园不记唐。今日清明过寒食，又将书剑客他乡。
﻿登历下亭有感,金,马定国,七言律诗,男子当为四海游，又携书剑客东州。烟横北渚芰荷晚，木落南山鸿雁秋。富国桑麻连鲁甸，用兵形势接营丘。伤哉不见桓公业，千古绕城空水流。
﻿招康元质,金,马定国,七言律诗,此生依著定何如，不傍耕畴即钓蓑。北阜平芜随鸟远，东湖新涨与天多。诗成重墨题飞叶，睡起轻芒踏软莎。犹有客愁销不尽，风轩茶灶待君过。
﻿四月十日遇周永昌二首 其一 ,金,马定国,七言律诗,竹里涓涓雨未晴，日高窗牖受虚明。数家燕雀青雏出，是处园林绿颗成。贫觉酒杯真有味，病思丘壑岂无情。东山旧隐许相过，他日秋原看耦耕。
﻿四月十日遇周永昌二首 其二 ,金,马定国,七言律诗,幼时种木巳巢鸢，犹向花前作酒颠。郭外青山招晓出，圃中明月照春眠。世无苏黄六七子，天断文章三十年。今日逢君如旧识，醉持杯杓望青天。
﻿题崇子中庵,金,马定国,七言律诗,羡君高节似陶潜，五亩园林老不添。遁世人情虽淡薄，开门秋色自清严。案头黄卷香终日，砌下苍苔雨一檐。后夜中秋更应好，隔窗云木看飞蟾。
﻿送图南,金,马定国,七言律诗,壶觞送客柳亭东，回首三齐落照中。老去厌陪新客醉，兴来多与古人同。戍楼藤角垂新绿，山店柽花落细红。他日诗名满江海，荠堂相见两衰翁。
﻿雪霁,金,马定国,七言绝句,高岩旭日吐深赪，雪霁楼台白玉京。独往南塘探春色，枇杷花下竹鸡鸣。
﻿寒食,金,马定国,七言绝句,燕泥半落乌衣巷，柳色全添绿绮窗。且伴丁香过寒食，弄晴蝴蝶一双双。
﻿杨休烈村居,金,马定国,七言绝句,篱落牵牛放晚花，西风吹叶满人家。闭门久雨青苔滑，时见鸳鸯下白沙。
﻿游何氏园,金,马定国,七言绝句,八尺龙蛇薜荔墙，瘦松疏竹更苍凉。梅花映水无人见，隔岸飞来片片香。
﻿过李湘,金,马定国,七言绝句,数树高槐散乳鸦，时于缺处见黄花。凉风不断如流水，相对胡床坐日斜。
﻿雪,金,马定国,七言绝句,红楼翠瓦不禁寒，欲剪梅花去路难。净扫竹亭聊饮酒，恰如明月照金盘。
﻿香严病中,金,马定国,七言绝句,九州四海尽行路，万户千门非我家。金弹不徒惊燕雀，春雷终待起龙蛇。
﻿郢州城西,金,马定国,七言绝句,秋江白水浪花粗，墟落人归鸟自呼。新月高城三百雉，角声吹彻小单于。
﻿秋日书事,金,马定国,七言绝句,井边薏苡吐秋珠，舍下瓜区杂芋区。世道未夷聊小隐，不须辛苦著潜夫。
﻿村居五首 其一 ,金,马定国,七言绝句,溪头梅是去年花，閒日初长径竹斜。向晚孤烟三十里，不知樵唱落谁家。
﻿村居五首 其二 ,金,马定国,七言绝句,蚕蛹成蛾桑柘稀，海棠花发照窗扉。离骚读罢无人会，独立溪南看夕晖。
﻿村居五首 其三 ,金,马定国,七言绝句,五月南风化蟪蛄，野塘晚笋未成蒲。柽花落尽红英细，沙渚鸳鸯半引雏。
﻿村居五首 其四 ,金,马定国,七言绝句,柿叶经霜菊在溪，天寒落日见鸡栖。西家有客篘新酒，红叶萧萧盖芋畦。
﻿村居五首 其五 ,金,马定国,七言绝句,岁暮行人竟不来，空吟溪树觅寒梅。何时消尽关山雪，收拾春风入酒杯。
﻿宣政末所作,金,马定国,七言绝句,山杏山桃取次开，红红白白上楼台。移将海底珊瑚树，乞与人家也不栽。
﻿长相思,金,马定国,古风,历历春阳被群木，白沙浅水明如鹄。结庐聊可障雨风，学道未能充耳目。故人家居紫翠傍，枳篱日落青山长。岁云晏矣不可见，望尽楚天飞鸟行。
﻿秋日书事,金,马定国,古风,南山悠悠去天尺，雀寒未晚争投棘。野人篱落不胜荒，溪欲绝流堆乱石。小园蔬药知有无，未免杖藜烦两屐。雾蒙甘菊细茎紫，风动牵牛晚花碧。邻舍翁归竹几空，秋天日落松窗寂。小杯翻酒足自娱，闾巷浮沈真可惜。
﻿读庄子,金,马定国,古风,吾读漆园书，秋水一篇足。安用十万言，磊落载其腹。北风熟柤梨，冷日照鸿鹄。人生固多事，端坐至秉烛。
﻿怀高图南,金,马定国,古风,刘叉一狂士，尚得韩愈知。君才百刘叉，知者果其谁。三随计吏贡，蹑履游京师。文章善变化，不以一律持。碧海涵万类，青天行四时。去年高唐别，河柳摇风枝。今年清明饮，高花见辛夷。兹来又几日，军檄忽四驰。尺书无处寄，相见果何期。白日斗龙蛇，黄尘笳鼓悲。春风独无忧，吹花发江湄。一杯送归雁，万里寄相思。
﻿万年春,金,马钰,七言律诗,人人学道总劳劳，个个心高志不高。烟火靡除生怨恶，尘情不断起贪饕。欲搜玄妙消三业，猛向根芽下一刀。常净常清常忍辱，无为无作列仙曹。
﻿万年春,金,马钰,七言律诗,昔年常被利名枷，苦海波中喜戴枷。常下儿孙如玉杻，眼前妻妾似金枷。至迷马钰因何悟，得遇风仙便脱枷。闲里寻闲得闲趣，如今宁肯复投枷。
﻿万年春,金,马钰,七言律诗,风仙风害得真风，留下家风要害风。通密丘仙能继踵，山侗马钰应扶风。劝人休作梦中梦，学我能寻风里风。或问风因亲说破，投玄远俗做心风。
﻿万年春,金,马钰,七言律诗,劝人休要问前缘，但肯回头是宿缘。不想浮生难猛悟，稍知虚患近良缘。无心入道须无分，有意投玄是有缘。自古神仙皆出离，在家怎得好因缘。
﻿万年春,金,马钰,七言律诗,秦川胜景果非常，最好终南珍藏乡。竹径梅溪生秀气，凤巢龙窟吐祥光。云庵处处成云集，道友多多论道长。刘蒋村名今改变，人人传说会仙庄。
﻿万年春,金,马钰,七言律诗,斩钉截铁不思家，永绝孤疑永弃家。足履白云寻羽客，杖挑明月返仙家。乡中园馆非吾宅，物外蓬瀛是我家。自在逍遥无宿虑，何须重话旧时家。
﻿万年春 赠斗门李公,金,马钰,七言律诗,不须远远远寻师，自是神仙自是师。真净真清真至理，至微至妙至真师。爱憎不尽难求道，人我仍存枉拜师。你意不能随我意，我心怎做你心师。
﻿七宝玲珑 继重阳韵,金,马钰,古风,至愚至鲁，怎晓妙中玄。便再拜、告风仙。口诀金身长丈六，二十八宿会圣贤。此理方知合自然。坎虎离龙，蟠绕五方莲。渐渐得、好因缘。火里木人能采药，海底泥牛会种田。迸出灵光入洞天。
﻿二郎神慢,金,马钰,古风,应仙举。便下手、先除色欲。好玉洁冰清大丈夫。更休任、泥拖水漉。一失人身难再复。莫等闲、把前程失误。今略诉。长生久视，五件堪为凭据。听取。第一要、涤除念虑。第二要、忘贪戒酒肉。第三要、济贫拔苦。第四要、常行慈善。第五要、精神保护。依此五件，功成行满，得赴蓬莱仙路。
﻿五灵妙仙 借柳词韵,金,马钰,古风,马风宁海，遇重阳十八。憨憨地、就中奸黠。六尘绝。纵逍遥自在，开怀豁畅，云游水历，琼瑶路如冰滑。□□补天缺。下功收五彩，经营活雪。调龙虎、撞关冲节。得真悦。见晴空莹净，圆圆正正，光辉晃朗，元来自家心月。
﻿五灵妙仙 赠众道友,金,马钰,古风,马风重，恳告诸公道友。休迷假、内容堪守。要长久。用真功全在，清心净意，擒猿捉马，休令暂时游走。□□得无漏。气精神会合，丹砂结就。无中相、自然开口。论无有。这玄玄妙纱，怡然悟解，元来却是，真师暗中传授。
﻿五灵妙仙 赠扶风县淡公,金,马钰,古风,悟来降，我相街前乞八。飍飍地、似痴如黠。万缘绝。净清中恣饮，刀圭烂醉，灵台皎洁，惺洒自然光滑。□□本无缺。玉炉金鼎内，黄芽白雪。真龙虎，绕幡关节。姹婴悦。把昆仑顶戴，冲开云雾，天无昼夜，长显一轮明月。
﻿五灵妙仙 赠赵八先生,金,马钰,古风,马风词，拜上真宁赵八。常清净、内容娇黠。马猿绝。处无为无作，通玄达妙，琼浆得饮，馨香味兼甘滑。□□无盈缺。自然神气壮，眠卧冰雪。欺寒暑、不拘时节。这般悦。自心知意解，难言难说，逍遥坦荡，清了洞天真月。
﻿五灵妙仙 赠蓬瀛散人,金,马钰,古风,愿贤增寿，算家豪散八。儿孙孝、尽皆奸黠。总超绝。效庞公许氏，全家顿悟，同登彼岸，长生路途清滑。□□兔角缺。往来游戏，看天花瑞雪。金茎秀、迥无枝节。个中悦。是灵童应净，真乐真乐，无愁可解，唯吟绛霄风月。
﻿天道无亲 劝公道友,金,马钰,古风,奉劝离俗修持，自有清清雨。雨变雪花飞，得见青莲浦。陪伴脱尘云霞侣。不要起、攀缘心绪。莫恋金笼共鹦鹉。听马风真语。
﻿无调名 继重阳韵,金,马钰,古风,重阳仙，设芋栗。赠我夫妻莫前失。要知命。要知性。从此超凡要入圣。妙玄知。妙玄知。身中子午倒颠时。水乡无漏金丹结，自然云步赴瑶池。
﻿无调名 赠王公叠字调,金,马钰,古风,运三车，入宝瓶。花灿烂，玉堂明。光照耀，鬼神惊。散阴魔，精自秘。藏丹颗，性灵灵。明出现，绝多能。
﻿无调名 赠风翔酒郎中,金,马钰,古风,杜康造底。昔日文君，当垆沽底。蓦想古业毕卓，亲曾偷底。是刘伶，十分偏爱底。帝前李白曾吐底。栾巴起慈，救火遥噀底。司马相公，常常专专诫底。又争知，是郎中贵姓底。
﻿水云游 继重阳韵,金,马钰,古风,玉性玉性。玉户牢封，金门紧钉。玉房中、见个骊龙，玉虎来吞并。玉关能启通捷径。玉童传宣令。玉皇天、至矣无私，玉诏今番定。
﻿水云游 继重阳韵,金,马钰,古风,思算思算。妻妾儿孙，休来戏玩。这冤亲、系脚绳儿，宜一刀两段。灵源悟彻元灿烂。这一番更换。马风子、辞别家乡，与风仙作伴。
﻿风马儿 继重阳韵,金,马钰,古风,意马颠狂自由纵。来往走、珰滴琉玎。更加之、心猿厮调弄。歌迷酒惑财色引，珰滴琉玎。幸遇风仙把持鞚。便不敢、珰滴琉玎。待清清、堪归云霞洞。浑身白彻再不肯，珰滴琉玎。
﻿平等会 本名相思会继古韵,金,马钰,古风,信口便胡轰，不管无腔调。畅我情怀歌舞，一任人笑。还童返老。志在无忧恼。向妙处，下功搜，细勘校。琼浆恣饮，元气充来饱。锻炼神丹，无大无小。胎仙养就，捧出灵芝草。便自炫，这番儿，道决了。
﻿玉花洞 继重阳韵,金,马钰,古风,得其真遇，怎敢怠慢，勤修功果。紧擒意马，无令颠劣，便把心猿锁。逢魔逢难全然可。盖谓无烟火。本师说破。元初这个。争甚闲人我。
﻿传妙道 本名传花枝借柳词韵,金,马钰,古风,山侗正抚，心琴仙调。蓦然想、道契仇香姓赵。愿吾官，早开悟，事皆颠倒。匿智慧，装懵懂，咄去奸俏。便仿效、许氏庞公，全家物外，个个总了了。清心净意，通禅明道。逍遥乐、永无忧恼。纵狂歌，任下士，闻之大笑。笑则笑，怎知得，内貌忒好。待异日、行满功成，管决有、紫书来到。
﻿两只雁儿,金,马钰,古风,四更里，彻玲珑，玲珑彻碧天。登彼岸，跨凤鸾。辛苦三二年。言非大，莫虚传。传了无一言。猿是马，马是猿。休教付两边。
﻿两只雁儿,金,马钰,古风,二更里，二气运，铅消汞焰煎。铅是汞，汞成铅。冲和满洞天。冲和气，任虚源。九曲明珠串。双阙透，射碧天。元来是自然。
﻿两只雁儿,金,马钰,古风,三更里，月正圆。笙歌消夜天。金童喜，玉女欢。凡间不一般。长生酒，醉不颠。饮了还少年。曲江上，望悬悬。酣买不用钱。
﻿孤鹰,金,马钰,古风,苦海为人，随波逐浪，茫茫甚日休期。为酒色财气。一向粘惹，瞒心昧己。不算前程，幼躯有限，待作千年之计。忽一朝阴公来请，看你教谁替。千间峻宇，金玉满堂，毕竟成何济。劝诸公省，早把凡笼猛跳出，向物外飘蓬，放落魄婪耽，鹑居鷇食，昏昏炼已。默默地、怡神养气。丹成既济。乘彩云，跨凤归。
﻿金花叶 赠徐安神,金,马钰,古风,欲要灵明莹彻。向心上、速宜解结。便莫受、家缘火熁。弃妻男产业。逞俊宁如养拙。引龙虎、休教急切。自然悟、神仙妙诀。本来真难灭。
﻿金鸡叫,金,马钰,古风,火院中间常火燎。忧儿女、形容衰了。傍人替你生烦恼。投献诗词，万望心明晓。不测无常非事小。悟来后、便搜玄妙。蓬莱云路通关要。炼就金丹，出自我金鸡叫。
﻿金鸡叫,金,马钰,古风,三髻山侗闲失笑。离乡井、无愁买恼。忧他性命无心了。终日哀人，忘了自家道。堪可垂钩须索钓。且不免、厮煎打炒。耐羞耐耻频频告。谨劝贤家，早悟我金鸡叫。
