标题,朝代,作者,体裁,内容
咏琴,隋,杨师道,古风,久擅龙门质，孤竦峄阳名。齐娥初发弄，赵女正调声。嘉客勿遽反，繁弦曲未成。
咏笙,隋,杨师道,古风,短长插凤翼，洪细摹鸾音。能令楚妃叹，复使荆王吟。切切孤竹管，来应云和琴。
咏马,隋,杨师道,古风,宝马权奇出未央，雕鞍照曜紫金装。春草初生驰上苑，秋风欲动戏长杨。鸣珂屡度章台侧，细蹀经向濯龙傍。徒令汉将连年去，宛城今已献名王。
采莲子,隋,杨师道,词,采莲江浦觅同心，日暮风生江水深。莫言花重船应没，自解凌波不畏沈。
中妇织流黄,隋,虞世南,五言律诗,寒闺织素锦，含怨敛双蛾。综新交缕涩，经脆断丝多。衣香逐举袖，钏动应鸣梭。还恐裁缝罢，无信达交河。
奉和咏日午,隋,虞世南,五言律诗,高天净秋色，长汉转曦车。玉树阴初正，桐圭影未斜。翠盖飞圆彩，明镜发轻花。再中良表瑞，共仰璧晖赊。
发营逢雨应诏,隋,虞世南,五言律诗,豫游欣胜地，皇泽乃先天。油云阴御道，膏雨润公田。陇麦沾逾翠，山花湿更然。稼穑良所重，方复悦丰年。
赋得临池竹应制,隋,虞世南,五言律诗,葱翠梢云质，垂彩映清池。波泛含风影，流摇防露枝。龙鳞漾嶰谷，凤翅拂涟漪。欲识凌冬性，唯有岁寒知。
侍宴应诏赋韵得前字,隋,虞世南,五言律诗,芬芳禁林晚，容与桂丹前。横空一鸟度，照水百花然。绿野明斜日，青山澹晚烟。滥陪终宴赏，握管类窥天。评注（点击查看或隐藏评注）
侍宴归雁堂,隋,虞世南,五言律诗,歌堂面渌水，舞馆接金塘。竹开霜后翠，梅动雪前香。凫归初命侣，雁起欲分行。刷羽同栖集，怀恩愧稻粱。
凌晨早朝,隋,虞世南,五言律诗,万瓦宵光曙，重檐夕雾收。玉花停夜烛，金壶送晓筹。日晖青琐殿，霞生结绮楼。重门应启路，通籍引王侯。
奉和献岁宴宫臣,隋,虞世南,五言律诗,履端初起节，长苑命高筵。肆夏喧金奏，重润响朱弦。春光催柳色，日彩泛槐烟。微臣同滥吹，谬得仰钧天。
奉和出颍至淮应令,隋,虞世南,五言律诗,良晨喜利涉，解缆入淮浔。寒流泛鹢首，霜吹响哀吟。潜鳞波里跃，水鸟浪前沈。邗沟非复远，怅望悦宸襟。
奉和咏风应魏王教,隋,虞世南,五言绝句,逐舞飘轻袖，传歌共绕梁。动枝生乱影，吹花送远香。
初晴应教,隋,虞世南,五言绝句,初日明燕馆，新溜满梁池。归云半入岭，残滴尚悬枝。
春夜,隋,虞世南,五言绝句,春苑月裴回，竹堂侵夜开。惊鸟排林度，风花隔水来。
咏舞,隋,虞世南,五言绝句,繁弦奏渌水，长袖转回鸾。一双俱应节，还似镜中看。
咏萤,隋,虞世南,五言绝句,的历流光小，飘飖弱翅轻。恐畏无人识，独自暗中明。评注（点击查看或隐藏评注）
蝉,隋,虞世南,五言绝句,垂緌饮清露，流响出疏桐。居高声自远，非是藉秋风。评注（点击查看或隐藏评注）
应诏嘲司花女,隋,虞世南,七言绝句,学画鸦黄半未成，垂肩亸袖太憨生。缘憨却得君王惜，长把花枝傍辇行。评注（点击查看或隐藏评注）
怨歌行,隋,虞世南,五言排律,紫殿秋风冷，雕甍落日沈。裁纨悽断曲，织素别离心。掖庭羞改画，长门不惜金。宠移恩稍薄，情疏恨转深。香销翠羽帐，弦断凤皇琴。镜前红粉歇，阶上绿苔侵。谁言掩歌扇，翻作白头吟。
出塞,隋,虞世南,五言排律,上将三略远，元戎九命尊。缅怀古人节，思酬明主恩。山西多勇气，塞北有游魂。扬桴上陇坂，勒骑下平原。誓将绝沙漠，悠然去玉门。轻赍不遑舍，惊策骛戎轩。凛凛边风急，萧萧征马烦。雪暗天山道，冰塞交河源。雾烽黯无色，霜旗冻不翻。耿介倚长剑，日落风尘昏。
飞来双白鹤,隋,虞世南,五言排律,飞来双白鹤，奋翼远凌烟。俱栖集紫盖，一举背青田。飏影过伊洛，流声入管弦。鸣群倒景外，刷羽阆风前。映海疑浮雪，拂涧泻飞泉。燕雀宁知去，蜉蝣不识还。何言别俦侣，从此间山川。顾步已相失，裴回各自怜。危心犹警露，哀响讵闻天。无因振六翮，轻举复随仙。
奉和幽山雨后应令,隋,虞世南,五言排律,肃城邻上苑，黄山迩桂宫。雨歇连峰翠，烟开竟野通。排虚翔戏鸟，跨水落长虹。日下林全暗，云收岭半空。山泉鸣石涧，地籁响岩风。
赋得吴都,隋,虞世南,五言排律,画野通淮泗，星躔应斗牛。玉牒宏图表，黄旗美气浮。三分开霸业，万里宅神州。高台临茂苑，飞阁跨澄流。江涛如素盖，海气似朱楼。吴趋自有乐，还似镜中游。
赋得慎罚,隋,虞世南,五言排律,帝图光往册，上德表鸿名。道冠二仪始，风高三代英。乐和知化洽，讼息表刑清。罚轻犹在念，忽喜尚留情。明慎全无枉，哀矜在好生。五疵过亦察，二辟理弥精。幪巾示廉耻，嘉石务详平。每削繁苛性，常深恻隐诚。政宽思济猛，疑罪必从轻。于张惩不滥，陈郭宪无倾。刑措谅斯在，欢然仰颂声。
奉和月夜观星应令,隋,虞世南,五言排律,早秋炎景暮，初弦月彩新。清风涤暑气，零露净嚣尘。薄雾销轻縠，鲜云卷夕鳞。休光灼前曜，瑞彩接重轮。缘情摛圣藻，并作命徐陈。宿草诚渝滥，吹嘘偶搢绅。天文岂易述，徒知仰北辰。
和銮舆顿戏下,隋,虞世南,五言排律,重轮依紫极，前耀奉丹霄。天经恋宸扆，帝命扈仙镳。乘星开鹤禁，带月下虹桥。银书含晓色，金辂转晨飙。雾澈轩营近，尘暗苑城遥。莲花分秀萼，竹箭下惊潮。抚己惭龙干，承恩集凤条。瑶山盛风乐，抽简荐徒谣。
奉和至寿春应令,隋,虞世南,五言排律,瑶山盛风乐，南巡务逸游。如何事巡抚，民瘼谅斯求。文鹤扬轻盖，苍龙饰桂舟。泛沫萦沙屿，寒澌拥急流。路指八仙馆，途经百尺楼。眷言昔游践，回驾且淹留。后车喧凤吹，前旌映綵旒。龙骖驻六马，飞阁上三休。调谐金石奏，欢洽羽觞浮。天文徒可仰，何以厕琳球。
奉和幸江都应诏,隋,虞世南,五言排律,南国行周化，稽山秘夏图。百王岂殊轨，千载协前谟。肆觐遵时豫，顺动悦来苏。安流进玉轴，戒道翼金吾。龙旂焕辰象，凤吹溢川涂。封唐昔敷锡，分陕被荆吴。沐道咸知让，慕义久成都。冬律初飞管，阳鸟正衔芦。严飙肃林薄，暧景澹江湖。鸿私浃幽远，厚泽润凋枯。虞琴起歌咏，汉筑动巴歈。多幸沾行苇，无庸类散樗。
从军行二首 其一 ,隋,虞世南,古风,涂山烽候惊，弭节度龙城。冀马楼兰将，燕犀上谷兵。剑寒花不落，弓晓月逾明。凛凛严霜节，冰壮黄河绝。蔽日卷征蓬，浮天散飞雪。全兵值月满，精骑乘胶折。结发早驱驰，辛苦事旌麾。马冻重关冷，轮摧九折危。独有西山将，年年属数奇。评注（点击查看或隐藏评注）
从军行二首 其二 ,隋,虞世南,古风,烽火发金微，连营出武威。孤城塞云起，绝阵虏尘飞。侠客吸龙剑，恶少缦胡衣。朝摩骨都垒，夜解谷蠡围。萧关远无极，蒲海广难依。沙磴离旌断，晴川候马归。交河梁已毕，燕山旆欲挥。方知万里相，侯服见光辉。
相和歌辞 饮马长城窟行,隋,虞世南,乐府曲辞,驰马渡河干，流深马渡难。前逢锦车使，都护在楼兰。轻骑犹衔勒，疑兵尚解鞍。温池下绝涧，栈道接危峦。拓地勋未赏，亡城律讵宽。有月关犹暗，经春陇尚寒。云昏无复影，冰合不闻湍。怀君不可遇，聊持报一餐。
相和歌辞 门有车马客行,隋,虞世南,乐府曲辞,财雄重交结，戚里擅豪华。曲台临上路，高门抵狭斜。赭汗千金马，绣毂五香车。白鹤随飞盖，朱鹭入鸣笳。夏莲开剑水，春桃发露花。轻裙染回雪，浮蚁泛流霞。高谈辨飞兔，摛藻握灵蛇。逢恩借羽翼，失路委泥沙。暧暧风烟晚，路长归骑远。日斜青琐第，尘飞金谷苑。危弦促柱奏巴渝，遗簪堕珥解罗襦。如何守直道，翻使谷名愚。
杂曲歌辞 结客少年场行,隋,虞世南,乐府曲辞,韩魏多奇节，倜傥遗名利。共矜然诺心，各负纵横志。结友一言重，相思千里至。绿沈明月弦，金络浮云辔。吹箫入吴市，击筑游燕肆。寻源博望侯，结客远相求。少年重一顾，长驱背陇头。燄燄霜戈动，耿耿剑虹浮。天山冬夏雪，交河南北流。云起龙沙暗，木落雁行秋。轻生徇知己，非是为身谋。评注（点击查看或隐藏评注）
于婺州被囚诗,隋,虞绰,古风,穷达虽有命，逋逃诚负累。背恩已偷生，临危未能死。得罪既不测，中心怅无已。厚颜羞朋友，囚心愧妻子。圣日始东扶，徂年迫西汜。方违盛明代，永向幽泉里。况当此春节，物候惊田里。桃蹊日影乱，柳径秋风起。动植皆顺性，嗟余独沦耻。投笔不重陈，此情寄知己。
出塞,隋,虞世基,古风,穷秋塞草腓，塞外胡尘飞。徵兵广武至，候骑阴山归。庙堂千里策，将军百战威。辕门临玉帐，大旆指金微。摧朽无勍敌，应变有先机。衔枚压晓阵，卷甲解朝围。瀚海波澜静，王庭氛雾晞。鼓鼙严朔气，原野曀寒晖。勋庸震边服，歌吹入京畿。待拜长平坂，鸣驺入礼闱。
四时白纻歌 长安秋,隋,虞世基,古风,露寒台前晓露清，昆明池水秋色明。摇环动佩出层城，鹍弦凤管奏新声。上林蒲桃合缥缈，甘泉奇树上葱青。玉人当歌理清曲，婕妤恩情断还续。
奉和幸江都应诏诗,隋,虞世基,古风,巡游光帝典，征吉乃先天。泽国翔宸驾，水府泛楼船。七萃萦长薄，三翼亘通川。夙兴大昕始，求衣昧旦前。澄澜浮晓色，遥林卷宿烟。晨霞稍含景，落月渐亏弦。回塘响歌吹，极浦望旌旃。方陪觐东后，登封禅肃然。
汴水早发应令诗,隋,虞世基,古风,夏山朝万国，轩庭会百神。成功畴与让，盛德今为邻。区于属平一，庶类仰陶钧。銮跸临河济，裘冕肃柴禋。启行分七萃，备物象三辰。祈祈亘原隰，济济咸缙绅。阳谷升朝景，青丘发早春。兖衣敷帝则，分器叙彝伦。临淄成诵美，河间雅乐陈。薰风穆已被，茂实久愈新。
秋日赠王中舍诗,隋,虞世基,古风,秦关望吴苑，渭涘去江汶。天汉星躔绝，山川地角分。百年变朝市，千里异风云。双鸳难可赠，别鹤不相闻。忽值从游士，玳簪光素履。欢言悦郑郊，雪泣悲燕市。契阔论谈笑，殷勤访生死。思君在一方，无由同四美。尺素乃云披，投琼慰久离。云开缛锦散，霞照绿缇披。相思叹河广，相望阻天垂。赠言方杜若，握手代萱枝。伊昔风期早，金兰信为宝。去来金马门，留连斗鸡道。鹫岭访三禅，商山追四皓。胜地俱游息，披文递论讨。虚薄忝官联，乔木遂同迁。濯缨升博望，阔步入祟贤。高轩照流水，长剑耸秋莲。南风忽不竞，东海遂成田。喧喧狭斜路，隐隐平陵树。凤阙暧西临，星桥耿南注。五方多异俗，四海皆行路。士衡嗟苦辛，德琏伤流寓。巩洛重行行，寓目尽伤情。太行临北绛，函谷拒西京。雀书图久灭，龙文鼎遂轻。凌云馀构尽，濛汜曲池倾。徘徊殊未极，惆怅空云缨。伊川忽会面，留连展言宴。东西一背飞，翻然成异县。哀哉人道促，痛矣嗟埋玉。嵇生顾影琴，裴子飘风烛。摧兹激水意，顿此浮云足。弃置勿重陈，难终唯此曲。汉阳赵元淑，薛县雍门周。清文宁解病，妙曲反增愁。翳翳神逾伏，懔懔岁方遒。双崤飞暗雨，八水冻寒流。兰枯芳草歇，槐古忆前秋。江干不可望，徒此叹离忧。
在南接北使诗,隋,虞世基,古风,会玉二崤至，瑞节三秦归。林蝉疏欲尽，江雁断还飞。墙垣崇客馆，旌盖入王畿。共此敦封植，方欣荐纻衣。
奉和望海诗,隋,虞世基,古风,清跸临溟涨，巨海望滔滔。十洲云雾远，三山波浪高。长澜疑浴日，连岛类奔涛。神游藐姑射，睿藻冠风骚。徒然虽观海，何以效涓毫。
赋昆明池一物得织女石诗,隋,虞世基,古风,隔河图列宿，清汉象昭回。支机就鲸石，拂镜取池灰。船疑海槎渡，珠似客星来。所恨双蛾敛，逢秋遂不开。
赋得石诗,隋,虞世基,古风,蜀门郁遐阻，燕碣远参差。独标千丈峻，共起百重危。镜峰含月魄，盖岭逼云枝。徒然抱贞介，填海竟谁知。
衡阳王斋阁奏妓诗,隋,虞世基,古风,金沟低御道，玉管正吟风。拾翠天津上，回鸾鸟路中。镜前看月近，歌处觉尘空。今宵织女见，言是望仙宫。
奉和幸太原辇上作应诏诗,隋,虞世基,古风,唐巡光帝则，夏务穆宸仪。珠旗扬翼凤，玉兽俨丹螭。流吹和春鸟，交弄拂花枝。
初渡江诗,隋,虞世基,古风,敛策暂回首，掩涕望江滨。无复东南气，空随西北云。
零落桐诗,隋,虞世基,古风,零落三秋干，摧残百尺柯。空馀半心在，生意渐无多。
晚飞乌诗,隋,虞世基,古风,向日晚飞低，飞飞未得栖。当为归林远，恒长侵夜啼。
入关诗,隋,虞世基,古风,陇云低不散，黄河咽复流。关山多道里，相接几重愁。
赋得戏燕俱宿诗,隋,虞世基,古风,大厦初构与云齐，归燕双入正衡泥。欲绕歌梁向舞阁，偶为仙履往兰闺。千里争飞会难并，聊向吴宫比翼栖。
祭方丘乐章 顺和,隋,褚亮,五言律诗,万物资以化，交泰属升平。易从业惟简，得一道斯宁。具仪光玉帛，送舞变咸英。黍稷良非贵，明德信惟馨。
临高台,隋,褚亮,五言律诗,高台暂俯临，飞翼耸轻音。浮光随日度，漾影逐波深。回瞰周平野，开怀畅远襟。独此三休上，还伤千岁心。
奉和咏日午,隋,褚亮,五言律诗,曦车日亭午，浮箭未移晖。日光无落照，树影正中围。草萎看稍靡，叶燥望疑稀。昼寝惭经笥，暂解入朝衣。
奉和望月应魏王教,隋,褚亮,五言律诗,层轩登皎月，流照满中天。色共梁珠远，光随赵璧圆。落影临秋扇，虚轮入夜弦。所欣东馆里，预奉西园篇。
咏花烛,隋,褚亮,五言律诗,兰径香风满，梅梁暖日斜。言是东方骑，来寻南陌车。靥星临夜烛，眉月隐轻纱。莫言春稍晚，自有镇开花。
在陇头哭潘学士,隋,褚亮,五言律诗,陇底嗟长别，流襟一恸君。何言幽咽所，更作死生分。转蓬飞不息，悲松断更闻。谁能驻征马，回首望孤坟。
秋雁,隋,褚亮,五言绝句,日暮霜风急，羽翮转难任。为有传书意，翩翩入上林。
祈谷乐章 舒和,隋,褚亮,七言绝句,玉帛牺牲申敬享，金丝戚羽盛音容。庶俾亿龄禔景福，长欣万宇洽时邕。
明堂乐章 舒和,隋,褚亮,七言绝句,御扆合宫承宝历，席图重馆奉明灵。偃武修文九围泰，沈烽静柝八荒宁。
雩祀乐章 舒和,隋,褚亮,七言绝句,凤曲登歌调令序，龙雩集舞泛祥风。綵旞云回昭睿德，朱干电发表神功。
祭方丘乐章 舒和,隋,褚亮,七言绝句,玉币牲牷分荐享，羽旄干戚遰成容。一德惟宁两仪泰，三材保合四时邕。
奉和禁苑饯别应令,隋,褚亮,五言排律,大藩初锡瑞，出牧迩皇京。暂以绿车重，言承朱传荣。舒桃临远骑，垂柳映京营。惠化宣千里，威风动百城。禁籞芳嘉节，神襟饯送情。金笳催别景，玉琯切离声。野花开更落，山鸟哢还惊。微臣夙多幸，薄宦奉储明。钓台惭作赋，伊水滥闻笙。怀德良知久，酬恩识命轻。
和御史韦大夫喜霁之作,隋,褚亮,五言排律,晴天度旅雁，斜影照残虹。野净馀烟尽，山明远色同。沙平寒水落，叶脆晚枝空。白简光朝幰，彤驺出禁中。息驾游兰坂，雕文折桂丛。无因轻羽扇，徒自仰仁风。
晚别乐记室彦,隋,褚亮,五言排律,穷途属岁晚，临水忽分悲。抱影同为客，伤情共此时。雾色侵虚牖，霜氛冷薄帷。举袂惨将别，停杯怅不怡。风严征雁远，雪暗去篷迟。他乡有岐路，游子欲何之。
伤始平李少府正己,隋,褚亮,五言排律,劳息本相循，悲欢理自均。谁能免玄夜，惜尔正青春。迈德惟家宝，生才谅国珍。高文缀翡翠，茂学掩麒麟。述作纷无已，言谈妙入神。断肠虽累月，分手未盈旬。辅嗣俄长往，颜生即短辰。声华满昭代，形影委穷尘。禅草回中使，生刍引吊宾。同游秘府日，方驾直城闉。并拜黄图右，分曹清渭滨。风期嵇吕好，存殁范张亲。虚座怜王述，遗篇恸景纯。精灵与毫翰，千祀寿何人。
赋得蜀都,隋,褚亮,古风,列宿光参井，分芒跨梁岷。沈犀对江浦，驷马入城闉。英图多霸迹，历选有名臣。连骑簪缨满，含章词赋新。得上仙槎路，无待访严遵。
宗庙九德之歌辞,隋,褚亮,四言诗,皇祖诞庆，于昭于天。积德斯远，茂攸绪先。维文应历，神武弘宣。肇迹妫水，成功坂泉。道光覆载，声穆吉先。式备牺象，用洁牲牷。礼终九献，乐展四悬。神贶景福，遐哉永年。
郊庙歌辞 祀圜丘乐章 太和,隋,褚亮,四言诗,穆穆我后，道应千龄。登三处大，得一居贞。礼惟崇德，乐以和声。百神仰止，天下文明。
郊庙歌辞 祀圜丘乐章 肃和,隋,褚亮,四言诗,闿阳播气，甄曜垂明。有赫圜宰，深仁曲成。日丽苍璧，烟开紫营。聿遵乾享，式降鸿祯。
郊庙歌辞 祀圜丘乐章 雍和,隋,褚亮,四言诗,钦惟大帝，载仰皇穹。始命田烛，爰启郊宫。云门骇听，雷鼓鸣空。神其介祀，景祚斯融。
祈谷乐章 肃和,隋,褚亮,四言诗,履艮斯绳，居中体正。龙运垂祉，昭符启圣。式事严禋，聿怀嘉庆。惟帝永锡，时皇休命。
祈谷乐章 雍和,隋,褚亮,四言诗,殷荐乘春，太坛临曙。八簋盈和，六瑚登御。嘉稷匪歆，德馨斯饫。祝嘏无易，灵心有豫。
明堂乐章 肃和,隋,褚亮,四言诗,象天御宇，乘时布政。严配申虔，宗禋展敬。樽罍盈列，树羽交映。玉币通诚，祚隆皇圣。
明堂乐章 雍和,隋,褚亮,四言诗,八牖晨披，五精朝奠。雾凝璇篚，风清金县。神涤备全，明粢丰衍。载絜彝俎，陈诚以荐。
郊庙歌辞 祭方丘乐章 肃和,隋,褚亮,四言诗,至矣坤德，皇哉地祇。开元统纽，合大承规。九宫肃列，六典相仪。永言配命，长保无亏。
郊庙歌辞 祭方丘乐章 雍和,隋,褚亮,四言诗,柔而能方，直而能敬。载厚以德，大亨以正。有涤斯牷，有馨斯盛。介兹景福，祚我休庆。
郊庙歌辞 祭方丘乐章 顺和,隋,褚亮,四言诗,阴祇协赞，厚载方贞。牲币具举，箫管备成。其礼惟肃，其德惟明。神之听矣，式鉴虔诚。
郊庙歌辞 祭神州乐章 肃和,隋,褚亮,四言诗,大矣坤仪，至哉神县。包含日域，牢笼月竁。露絜三清，风调六变。皇祇介祉，式歆恭荐。
郊庙歌辞 祭神州乐章 雍和,隋,褚亮,四言诗,泰折严享，阴郊展敬。礼以导神，乐以和性。黝牲在列，黄琮俯映。九土既平，万邦贻庆。
郊庙歌辞 祭太社乐章 肃和,隋,褚亮,四言诗,后土凝德，神功协契。九域底平，两仪交际。戊期应序，阴墉展币。灵车少留，俯歆樽桂。
郊庙歌辞 祭太社乐章 雍和,隋,褚亮,四言诗,美报崇本，严恭展事。受露疏坛，承风启地。絜粢登俎，醇牺入馈。介福远流，群生毕遂。
郊庙歌辞 享先农乐章 咸和,隋,褚亮,四言诗,粒食伊始，农之所先。古今攸赖，是曰人天。耕斯帝籍，播厥公田。式崇明祀，神其福焉。
郊庙歌辞 享先农乐章 肃和,隋,褚亮,四言诗,樽彝既列，瑚簋方荐。歌工载登，币礼斯奠。肃肃享祀，颙颙缨弁。神之听之，福流寰县。
郊庙歌辞 享先农乐章 雍和,隋,褚亮,四言诗,前夕视牲，质明奉俎。沐芳整弁，其仪式序。盛礼毕陈，嘉乐备举。歆我懿德，非馨稷黍。
雩祀乐章 肃和,隋,褚亮,四言诗,朱鸟开辰，苍龙启映。大帝昭飨，群生展敬。礼备怀柔，功宣舞咏。旬液应序，年祥叶庆。
雩祀乐章 雍和,隋,褚亮,四言诗,绀筵分彩，宝图吐绚。凤管晨凝，云歌晓啭。肃事蘋藻，虔申桂奠。百谷斯登，万箱攸荐。
句,隋,褚亮,句,神羊既不触，夕鸟欲依人。
郊庙歌辞 祀圜丘乐章 豫和,隋,褚亮,乐府曲辞,上灵眷命膺会昌，盛德殷荐叶辰良。景福降兮圣德远，玄化穆兮天历长。
郊庙歌辞 祀圜丘乐章 舒和,隋,褚亮,乐府曲辞,叠璧凝影皇坛路，编珠流彩帝郊前。已奏黄钟歌大吕，还符宝历祚昌年。
郊庙歌辞 祀圜丘乐章 凯安,隋,褚亮,乐府曲辞,昔在炎运终，中华乱无象。酆郊赤乌见，邙山黑云上。大赉下周车，禁暴开殷网。幽明同叶赞，鼎祚齐天壤。
郊庙歌辞 祀圜丘乐章 豫和,隋,褚亮,乐府曲辞,歌奏毕兮礼献终，六龙驭兮神将升。明德感兮非黍稷，降福简兮祚休徵。
郊庙歌辞 祭神州乐章 舒和,隋,褚亮,乐府曲辞,坤道降祥和庶品，灵心载德厚群生。水土既调三极泰，文武毕备九区平。
郊庙歌辞 祭太社乐章 舒和,隋,褚亮,乐府曲辞,神道发生敷九稼，阴极乘仁畅八埏。纬武经文隆景化，登祥荐祉启丰年。
郊庙歌辞 享先农乐章 舒和,隋,褚亮,乐府曲辞,羽籥低昂文缀已，干戚蹈厉武行初。望岁祈农神所听，延祥介福岂云虚。
湘潭偶题诗,隋,褚遂良,七言绝句,远山酋萃翠凝烟，烂漫桐花二月天。游遍九衢灯火夜，归来月挂海棠前。
安德山池宴集,隋,褚遂良,五言排律,伏枥丹霞外，遮园焕景舒。行云泛层阜，蔽月下清渠。亭中奏赵瑟，席上舞燕裾。花落春莺晚，风光夏叶初。良朋比兰蕙，雕藻迈琼琚。独有狂歌客，来承欢宴馀。
辽东侍宴山夜临秋同赋临韵应诏,隋,褚遂良,五言排律,涿野轩皇陈，丹浦帝尧心。弯弧射封豕，解网纵前禽。凭高御爽节，流月扬清阴。雾匝长城险，云归渤澥深。翻垗入层汉，落雁警遥岑。露条疏更响，凉蝉寂不吟。三韩初静乱，八桂始披襟。商飙泛轻武，自涧引衣簪。酒漾投川醁，歌传芳树音。边烽良永□，麾旆竦成林。
奉和行经破薛举战地应诏,隋,褚遂良,五言排律,王功先美化，帝略蕴戎昭。鱼骊入丹浦，龙战起鸣条。长剑星光落，高旗月影摇。昔往摧勍寇，今巡奏短箫。旌门丽霜景，帐殿含秋飙。河池水未结，官渡柳初凋。边烽夕雾卷，关陈晓云销。鸿名兼辙迹，至圣俯唐尧。睿藻烟霞焕，天声宫羽调。平分共饮德，率土更闻韶。
春日侍宴望海应诏,隋,褚遂良,五言排律,从军渡蓬海，万里正苍苍。萦波回地轴，激浪上天潢。夕云类鹏徙，春涛疑盖张。天吴静无际，金驾俨成行。戈船凌白日，鞭石耿虹梁。电举朝宗外，风驱韩貊乡。之罘初播雨，辽碣始分光。麾城湛□□，□□□□□。同文渐边服，入塞伫歌倡。
书遗文后,隋,僧凤,古风,苦哉黑闇女，乐矣功德天。智者俱不受，愚夫纳二边。我奉能仁教，归依弥勒前。愿阐摩诃衍，成就那罗延。
奉和出颍至淮应令,隋,蔡允恭,五言律诗,久倦川涂曲，忽此望淮圻。波长泛淼淼，眺迥情依依。稍觉金乌转，渐见锦帆稀。欲知仁化洽，讴歌满路归。
夏日闺怨,隋,蔡瑰,古风,桃径李蹊绝芳园，炎氛炽日满愁轩。枝上鸟惊朱槿落，池中鱼戏绿蘋翻。君恋京师久留滞，妾怨高楼积年岁。非关曾入楚王宫，直为相思腰转细。卧簟乘闲乍逐凉，熏炉畏热懒焚香。雨沾柳叶如啼眼，露滴莲花似汗妆。全由独自羞看影，艳是孤眠疑夜永。无情拂镜不成妆，有时却扇还风静。近日书来道欲归，鸳鸯文锦字息机。但恐愁容不相识，为教恒著别时衣。
闻杨炯幽兰之歌作,隋,赵元淑,七言绝句,昔闻兰叶据龙图，复道兰林引凤雏。鸿归燕去紫茎歇，露往霜来绿叶枯。
临刑诗,隋,郑颋,五言绝句,幻生还幻灭，大幻莫过身。安心自有处，求人无有人。
河边枯树诗,隋,刘臻,古风,奇树临芳渚，半死若龙门。疾风摧劲叶，沙岸毁盘根。将军犹未坐，匠石不曾论。无复凌云势，空馀激浪痕。可嗟摧折尽，讵得上河源。
送刘散员同赋陈思王诗得好鸟鸣高枝,隋,刘斌,五言律诗,春林已自好，时鸟复和鸣。枝交难奋翼，谷静易流声。间关才得性，矰缴遽相惊。安知背飞远，拂雾独晨征。
咏山,隋,刘斌,五言律诗,灵山峙千仞，蔽日且嵯峨。紫盖云阴远，香炉烟气多。石梁高鸟路，瀑水近天河。欲知闻道里，别自有仙歌。
和谒孔子庙,隋,刘斌,五言排律,性与虽天纵，主世乃无由。何言泰山毁，空惊逝水流。及门思往烈，入室想前修。寂寞荒阶暮，摧残古木秋。遗风暧如此，聊以慰蒸求。
和许给事伤牛尚书,隋,刘斌,五言排律,名臣不世出，百工之所求。况乃非常器，遭逢兴运秋。符彩照千里，铨衡综九流。经纶资百物，樽俎寄皇猷。韶濩倾复理，典礼紊还修。虽贞栋梁任，兼好艺文游。伫闻和鼎实，行当奉介丘。高衢翻税驾，阅水遽迁舟。传呼更何日，曳履闻无由。归魂藐脩路，征棹舣邗沟。林薄长风惨，江上寒云愁。夜台终不曙，遗芳徒自留。
登楼望月二首 其一 ,隋,刘斌,五言排律,圆月当新霁，高楼见最明。素波流粉壁，丹桂拂飞甍。下瞰千门静，旁观万象生。梧桐窗下影，乌鹊槛前声。啸逸刘琨兴，吟资庾亮情。游人莫登眺，迢递故乡程。
登楼望月二首 其二 ,隋,刘斌,五言排律,皎洁三秋月，巍峨百丈楼。下分征客路，上有美人愁。帐卷芙蓉带，帘褰玳瑁钩。倚窗情渺渺，凭槛思悠悠。未得金波转，俄成玉箸流。不堪三五夕，夫婿在边州。
和初春宴东堂应令诗,隋,刘端,古风,睿赏叶春芳，开筵临画堂。庭梅飘早素，檐柳变初黄。八珍罗玉俎，九酝湛金觞。筝响流飞阁，歌尘落妓行。何必西园夜，空承明月光。
送别秦王学士江益诗,隋,刘梦予,古风,百年风月意，一旦死生分。客心还送客，悲我复悲君。
嘲萧瑀射,隋,欧阳询,五言律诗,急风吹缓箭，弱手驭强弓。欲高翻复下，应西还更东。十回俱著地，两手并擎空。借问谁为此，乃应是宋公。
与长孙无忌互嘲 其二 ,隋,欧阳询,古风,索头连背暖，漫裆畏肚寒。只因心浑浑，所以面团团。
道失,隋,欧阳询,古风,已惑孔贵嫔，又被辞人侮。花笺一何荣，七字谁曾许。不下结绮阁，空迷江令语。雕戈动地来，误杀陈后主。
题雷威琴,隋,欧阳询,四言诗,合雅大乐，成文正音。徽弦一泛，山水俱深。
赠北使诗,隋,潘徽,古风,业定三边静，时和四海敦。行人仍礼籍，使者接輶轩。宾荣君享燕，客踞我司存。既美齐婴学，欣逢郑产言。琴酒时欢会，篇章极讨论。回旌逗陇左，返轴指河源。塞榆行隐路，津柳稍垂门。日沈山气合，潮落水花翻。离情欲寄鸟，别泪不因猿。所可缄怀袖，方以代兰萱。
奉和御制月夜观星示百僚诗,隋,诸葛颖,古风,䆗窱神居远，萧条更漏深。薄烟净遥色，高树肃清阴。星月满兹夜，灿烂还相临。连珠欲东上，团扇渐西沈。澄水含斜汉，脩树隐横参。时闻送筹柝，屡见绕枝禽。圣情记馀事，振玉复鸣金。
