标题,朝代,作者,体裁,内容
齐明堂乐歌十五首 其五 ,隋,无名氏,四言诗,奕奕閟幄，亹亹严闱。絜诚夕鉴，端服晨晖。圣灵戾止，翊我皇则。上绥四宇，下洋万国。永言孝飨，孝飨有容。傧僚赞列，肃肃雍雍。
地驱乐歌 其二 ,隋,无名氏,四言诗,驱羊入谷，自羊在前。老女不嫁，蹋地唤天。
地驱乐歌 其三 ,隋,无名氏,四言诗,侧侧力力，念君无极。枕郎左臂，随郎转侧。
地驱乐歌 其四 ,隋,无名氏,四言诗,摩将郎须，看郎颜色。郎不念女，不可与力。
陇头流水歌 其二 ,隋,无名氏,四言诗,西上陇阪，羊肠九回。山高谷深，不觉脚酸。
陇头流水歌 其三 ,隋,无名氏,四言诗,手攀弱枝。足逾弱泥。
陇头歌辞 其二 ,隋,无名氏,四言诗,朝发欣城，暮宿陇头。寒不能语，舌卷入喉。
陇头歌辞 其三 ,隋,无名氏,四言诗,陇头流水，鸣声幽咽。遥望秦川，心肠断绝。
时人为保妥萧慎语,隋,无名氏,四言诗,世有两隽。白杨何妥。青杨萧慎。
祠洛水歌,隋,无名氏,四言诗,洛阳之水，其色苍苍。祠祭大泽，倏忽南临。洛滨醊祷，色连三光。
大禘圜丘及北郊歌辞十三首 其一 肆夏,隋,无名氏,四言诗,肇应灵序，奄字黎民。乃朝万国，爰徵百神。只展方望，幽显咸臻。礼崇声协，贽列圭陈。翼差鳞次，端拱垂绅。来趋动色，式赞天人。
大禘圜丘及北郊歌辞十三首 其二 高明乐,隋,无名氏,四言诗,惟神鉴矣，皇灵肃止。圜璧展事，成文即始。士备八能，乐合六变。风凑伊雅，光花袭荐。宸卫腾景，灵驾霏烟。严坛生白，绮席凝玄。
大禘圜丘及北郊歌辞十三首 其三 昭夏乐,隋,无名氏,四言诗,刚柔凤位，惟皇配之。言肃其礼，念畅在兹。饰牲举兽，载歌且舞。既设伊腯，致精灵府。物色惟典，斋沐加恭。宗族咸暨，罔不率从。
大禘圜丘及北郊歌辞十三首 其四 昭夏乐,隋,无名氏,四言诗,展礼上月，肃事应时。茧栗为用，交畅有期。弓矢斯发，瓮簝将事。圆神致祀，率由先志。和以銮刀，臭以血膋。至哉敬矣，厥义孔高。
大禘圜丘及北郊歌辞十三首 其五 皇夏乐,隋,无名氏,四言诗,帝敬昭宣，皇诚萧致。玉帛齐轨，屏摄咸次。三垓上列，四陛旁升。龙陈万骑，凤动千乘。神仪天蔼，睟容离曜。金根停轸，奉光先导。
大禘圜丘及北郊歌辞十三首 其六 皇夏乐,隋,无名氏,四言诗,紫坛云暧，绀幄霞褰。我其陟止，载致其虔。百灵竦听，万国咸仰。人神咫尺，玄应肸蚃。
大禘圜丘及北郊歌辞十三首 其八 高明乐,隋,无名氏,四言诗,自天子之，会昌神道。丘陵肃事，克光天保。九关洞开，百灵环列。八樽呈备，五声投节。
大禘圜丘及北郊歌辞十三首 其九 武德乐,隋,无名氏,四言诗,配神登圣，主极尊灵。敬宣昭烛，咸达窅冥。礼弘化定，乐赞功成。穰穰介福，下被群生。
大禘圜丘及北郊歌辞十三首 其十二 昭夏乐,隋,无名氏,四言诗,玄黄覆载，元首照临。合德致礼，有契其心。敬申事阕，絜诚共报。玉帛载升，棫朴斯燎。寥廓幽暧，播以馨香。皇灵惟监，降福无疆。
大禘圜丘及北郊歌辞十三首 其十三 皇夏乐,隋,无名氏,四言诗,天大亲严，匪敬伊孝。永言肆飨，宸明增耀。阳丘既畅，大典逾光。乃安斯息，钦若旧章。天回地旋，鸣銮引警。且万且亿，皇历惟永。
祀五帝于明堂乐歌十一首 其一 肆夏乐,隋,无名氏,四言诗,国际崇祀，严恭有闻。荒华胥暨，乐我大君。冕瑞有列，禽帛载叙。群后师师，威仪容与。执礼辨物，司乐考章。率由靡坠，休有烈光。
祀五帝于明堂乐歌十一首 其三 武德乐,隋,无名氏,四言诗,我惟我祖，自天之命。道被归仁，时屯启圣。运钟千祀，授手万姓。夷凶掩虐，匡颓翼正。载经载营，庶士咸宁。九功以洽，七德兼盈。丹书入告，玄玉来呈。露甘泉白，云郁河清。声教咸往，舟车毕会。仁加有形，化浃无外。严亲惟重，陟配惟大。既佑斯歌，率土攸赖。
祀五帝于明堂乐歌十一首 其四 昭夏乐,隋,无名氏,四言诗,孝享不匮，精洁临年。涤牢委溢，形色博牷。于以用之，言承歆祀。肃肃威仪，敢不敬止。载饬载省，惟牛惟羊。明神有察，保兹万方。
祀五帝于明堂乐歌十一首 其五 昭夏乐,隋,无名氏,四言诗,我将宗祀，夤献厥诚。鞠躬如在，侧听无声。荐色斯纯，呈气斯臭。有涤有濯，惟神其佑。五方来格，一人多祉。明德惟馨，于穆不已。
祀五帝于明堂乐歌十一首 其六 皇夏乐,隋,无名氏,四言诗,象乾上构，仪坤下基。集灵崇祖，永言孝思。室陈簋豆，庭罗悬佾。夙夜畏威，保兹贞吉。舞贵其夜，歌重其升。降斯百禄，惟飨惟应。
祀五帝于明堂乐歌十一首 其八 高明乐,隋,无名氏,四言诗,帝精来降，应我明德。礼殚义展，流祉邦国。既受多祉，实资孝敬。祀谒其诚，荷天休命。
祀五帝于明堂乐歌十一首 其十一 皇夏乐,隋,无名氏,四言诗,文物备矣，声明有章。登荐惟肃，礼邈前王。鬯齐云终，折旋告罄。穆穆旒冕，蕴诚毕敬。屯卫按部，銮跸回途。暂留紫殿，将及清都。
享庙乐辞十八首 其一 肆夏乐,隋,无名氏,四言诗,霜凄雨畅，烝哉帝心。有敬其祀，肃事惟歆。昭昭车服，济济衣簪。鞠躬贡酎，磬折奉琛。差以五列，和以八音。式祗王度，如玉如金。
享庙乐辞十八首 其二 高明登歌乐,隋,无名氏,四言诗,日卜惟吉，辰择其良。奕奕清庙，黼黻周张。大吕为角，应钟为羽。路鼗阴竹，德歌昭舞。祀事孔明，百神允穆。神心乃顾，保兹介福。
享庙乐辞十八首 其三 昭夏乐,隋,无名氏,四言诗,大祀云事，献奠有仪。既歌既展，赞顾迎牺。执从伊竦，刍饰惟栗。俟用于庭，将升于室。且握且骍，以致其诚。惠我贻颂，降祉千龄。
享庙乐辞十八首 其四 昭夏乐,隋,无名氏,四言诗,缅彼遐慨，悠然永思。留连七享，缠绵四时。神升魄沈，靡闻靡见。阴阳载俟，臭声兼荐。祖考其鉴，言萃王休。降神敷锡，百福是由。
享庙乐辞十八首 其五 皇夏乐,隋,无名氏,四言诗,齐居严严，夙驾层闱。车辂垂彩，旒衮腾辉。耸诚载仰，翘心有慕。洞洞自形，斤斤表步。閟宫有邃，神道依稀。孝心缅邈，爰属爰依。
享庙乐辞十八首 其六 登歌乐,隋,无名氏,四言诗,太室窅窅，神居宿设。郁鬯惟芬，圭璋惟洁。彝斝应时，龙蒲代用。藉茅无咎，福禄攸降。端感会事，俨思修礼。齐齐勿勿，俄俄济济。
享庙乐辞十八首 其七 登歌乐,隋,无名氏,四言诗,我祠我祖，永惟厥先。炎农肇圣，灵祉蝉联。霸图中造，帝业方宣。道昌基构，抚运承天。奄家六合，爰光八埏。尊神致礼，孝思惟缠。寒来暑反，惕荐在年。匪敬伊慕，备物不愆。设虡设业，鼗鼓填填。辟公在位，有容伊虔。登歌启佾，下管应悬。厥容无爽，幽明肃然。诚匝厚地，和达穹玄。既调风雨，载协山川。周庭有列，汤孙永延。教声惟被，迈后光前。
享庙乐辞十八首 其八 始基乐恢祚舞,隋,无名氏,四言诗,克明克俊，祖武惟昌。业弘营土，声被海方。有流厥德，终耀其光。明神幽赞，景祚攸长。
享庙乐辞十八首 其九 始基乐恢祚舞,隋,无名氏,四言诗,显允盛德，隆我前构。瑶源弥泻，琼根愈秀。诞惟有族，丕绪克茂。大业崇新，洪基增旧。
享庙乐辞十八首 其十 始基乐恢祚舞,隋,无名氏,四言诗,祖德丕显，明哲知几。豹变东国，鹊起西归。礼申官次，命改朝衣。敬思孝享，多福无违。
享庙乐辞十八首 其十一 始基乐恢祚舞,隋,无名氏,四言诗,兆灵有业，潜德无声。韬光戢耀，贯幽洞冥。道弘舒卷，施博藏行。缅追岁事，夜遽不宁。
享庙乐辞十八首 其十二 始基乐恢祚舞祖,隋,无名氏,四言诗,皇皇祖德，穆穆其风。语嘿自己，明睿在躬。荷天之锡，圣表克隆。高山作矣，实祚其崇。离光旦旦，载焕载融。感荐惟永，神保无穷。
享庙乐辞十八首 其十三 武德乐昭烈舞,隋,无名氏,四言诗,天造草昧，时难纠纷。孰拯斯溺，靡救其焚。大人利见，纬武经文。顾指维极，吐吸风云。开天辟地，峻岳夷海。冥工掩迹，上德不宰。神心有应，龙化无待。义征九服，仁兵告凯。上平下成，靡或不宁。匪王伊帝，偶极崇灵。享亲则孝，洁祀惟诚。礼备乐序，肃赞神明。
享庙乐辞十八首 其十四 文德乐宣政舞,隋,无名氏,四言诗,圣武丕基，睿文显统。眇哉神启，郁矣天纵。道则人弘，德云迈种。昭冥咸叙，崇深毕综。自中徂外，经朝庇野。政反沦风，威还缺雅。帝作穆穆，格于上下。维享维宗，来鉴来假。
享庙乐辞十八首 其十五 文正乐光大舞,隋,无名氏,四言诗,玄历已谢，苍灵告期。图玺有属，揖让惟时。龙升兽变，弘我帝基。对扬穹昊，寔启雍熙。钦若皇猷，永怀王度。欣赏斯穆，威刑允措。轨物俱宣，宪章咸布。俗无邪指，下归正路。茫茫九域，振以乾纲。混通华裔，配括天壤。作礼视德，列乐传响。荐祀惟虔，衣冠载仰。
享庙乐辞十八首 其十六 皇夏乐,隋,无名氏,四言诗,孝心翼翼，率礼兢兢。时洗时荐，或降或升。在堂在户，载湛载凝。多品斯奠，备物修膺。兰芬敬挹，玉俎恭承。受祭之佑，如彼冈陵。
享庙乐辞十八首 其十八 皇夏,隋,无名氏,四言诗,礼行斯毕，乐奏以终。受嘏先退，载畅其衷。銮轩循辙，麾旌复路。光景徘徊，弦歌顾慕。灵之相矣，有锡无疆。国图日竞，家历天长。
元会大飨歌十首 其九 ,隋,无名氏,四言诗,天覆地载，成以四时。惟皇是则，比大于兹。群星拱极，众川赴海。万寓骏奔，一朝咸在。
元会大飨歌十首 其十 ,隋,无名氏,四言诗,齐之以礼，相趋帝庭。应规蹈矩，玉色金声。动之以乐，和风四布。龙申凤舞，鸾歌麟步。
隋故太原王夫人墓志铭,隋,无名氏,四言诗,屹然孤坟，南阜之墩。殒我慈母，苍天不仁。涧水夜流，松烟昼昏。□□涟洏，暮暮晨晨。
前陈散骑侍郎刘府君墓铭并序,隋,无名氏,四言诗,羡乎元族，厥裔彭徐。膺灵启业，秉玺神书。传符永代，独擅邦除。先根氓主，末叶斯□。可伤黔□，□愧皇墟。古今乃异，盈长空无。瑞□上纪，凡挟嚣愚。昔食九土，昔食九士。令□□□，所莅唯守。所宰唯令，五等相仍，无期九命。钦咨散骑，水洁璆辉。州里崇仁，朝敦君子。德俦菹溺，行侪□李。文秀长卿，武该樊杞。献秩孔臧，林茅悊士。天禄阡沦，归□窀里。岁月久长，靡言回纪。
大隋仪同三司建州刺史故徐君墓志铭,隋,无名氏,四言诗,崇基负海，建国□□。遗□后嗣，留爱于民。兴王启霸，世属功臣。攀龙矫足，高蹈燕秦。美矣高□，华哉盛族。馀庆必隆，挺兹岳牧。无遗两□，有荣五服。负石沉江，嗽流岩谷。公之诞嗣，荫□馀荣。承家主奠，实彼高明。敦崇礼让，修拭身名。诗骚散志，风月吟情。冽□□朝，位隆二国。吏仰其威，民思其德。卷舒图史，遨游儒墨。道□南容，□逾□北。方城刺举，求瘼帷褰。衢奔竹马，水涸贪泉。慈仁孝悌，公亦有焉。九皋□响，声闻于天。梁木横□，太山其颓。哲人萎矣，呜呼哀哉。悲风满□，愁云□开。泪将花堕，鸟共声哀。素车同萃，白马俱来。挂剑空存，悬□徒在。□返北城，□旋南海。芳林欲正，□风无改。孝子欲养，慈亲不在。
齐宋以来民间语,隋,无名氏,句,扰攘建武上。
共戏乐 其二 ,隋,无名氏,句,时泰民康人物盛。腰鼓铃柈各相竞。
共戏乐 其三 ,隋,无名氏,句,长袖翩翩若鸿惊。纤腰袅袅会人情。
共戏乐 其四 ,隋,无名氏,句,观风采乐德化昌。圣皇万寿乐未央。
时人为何子朗语 其二 ,隋,无名氏,句,人中爽爽何子朗。
黄淡思歌 其四 ,隋,无名氏,句,绿丝何葳蕤。逐郎归去来。
汨罗土人为屈原歌,隋,无名氏,句,何由得渡湖。
柳彧上表引歌谣,隋,无名氏,句,老禾不早杀，馀种秽良田。
炀帝时童谣,隋,无名氏,句,萧萧亦复起。
时人为刘昉郑译语,隋,无名氏,句,刘昉牵前，郑译推后。
幽州为卢昌衡卢思道语,隋,无名氏,句,卢家千里。释奴龙子。
时人为崔儦李若语,隋,无名氏,句,京师灼灼。崔儦李若。
邺下为释灵裕语,隋,无名氏,句,衍法师伏道不伏俗。裕法师道俗俱伏。
谭公府中为裴镜民语,隋,无名氏,句,令德日新裴镜民。
刘炫引谚论政敝,隋,无名氏,句,老吏抱案死。
古歌,隋,无名氏,句,边城晏闻汉阳掺。黄尘萧萧白日暗。
郦道元引橘洲谚,隋,无名氏,句,昭潭无底橘洲浮。
郦道元引俗谚论清泉河,隋,无名氏,句,高梁无上源，清泉无下尾。
清河民为曲堤语,隋,无名氏,句,宁度江吴会稽。不历成公曲堤。
乌夜啼 其二 ,隋,无名氏,乐府曲辞,长樯铁鹿子，布帆阿那起。诧侬安在间，一去数千里。
乌夜啼 其三 ,隋,无名氏,乐府曲辞,辞家远行去，侬欢独离居。此日无啼音，裂帛作还书。
乌夜啼 其四 ,隋,无名氏,乐府曲辞,可怜乌臼鸟，强言知天曙。无故三更啼，欢子冒暗去。
乌夜啼 其五 ,隋,无名氏,乐府曲辞,乌生如欲飞，飞飞各自去。生离无安心，夜啼至天曙。
